Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID	ce_id	timid	timespan
Iran-Turkmenistan	1124	Accuse of war crimes	China	2365fc33f86c44edeeff769f3214a3be	[6:16:18]	22310	1012	697	39
Iran-Turkmenistan	061	Cooperate economically	Russia	2365fc33f86c44edeeff769f3214a3be	[6:16:18]	22311	1012	697	39
NIGC	061	Cooperate economically	Iraqi Ministry of Electricity and Power	4c719ebcfcdfa9341ce22275c597a311	[1:0:1]	22848	1012	704	39
Azerbaijan	061	Cooperate economically	Iran-Turkmenistan	f093302c7b064e83588ebcd1ea690b48	[1:0:4]	24455	1012	705	39
Hamidreza Araqi	016	Reject accusation, deny responsibility	Iran-Turkmenistan	a78d36e75e4860099a2cc5617a24ff62	[1:0:4]	18851	1012	709	39
Abu Dhabi National Oil Company (ADNOC)	013	Make optimistic comment	Partners	dfbb8a8228c8c89edab4d3db457a8b98	[4:10:13]	19718	1012	711	39
National Iranian Oil Company head Ali Kardor	013	Make optimistic comment	British Petroleum	fbe52168e14ce9018a4df5c91cd892b6	[1:0:4]	17120	1012	717	39
Tehran	061	Cooperate economically	Gazprom	fbe52168e14ce9018a4df5c91cd892b6	[4:15:16]	23736	1012	717	39
Advisor to the Petroleum Minister Ali Asghar Hendi	046	Engage in negotiation	Director General Ceif Hamad al-Salmani	dd7d637c8885cd91266037b52527afc8	[1:0:0]	27212	1012	719	39
Iranian delegation	046	Engage in negotiation	Omani delegation	dd7d637c8885cd91266037b52527afc8	[1:0:0]	27213	1012	719	39
Bijan Zangeneh	044	Meet at a third location	Mohammad bin Hamad al-Rumhi	dd7d637c8885cd91266037b52527afc8	[1:0:0]	27214	1012	719	39
Gholam Reza Manouchehri	043	Host a visit	Shamsul Azhar bin Abbas	238d655f933e037f8ae9b67d2477544e	[1:0:5]	28066	1012	720	39
United Nations	012	Make pessimistic comment	United Kingdom	3aa493385d5a230a23b30dac3e47542c	[1:0:2]	2798	103	70	44
British government	1622	Reduce or stop military assistance	Iran nuclear program	3aa493385d5a230a23b30dac3e47542c	[2:3:6]	2799	103	70	44
Iran spokesman	1451	Engage in violent protest for leadership change	Yukiya Amano	c43c6a715ff02525e380c942c063b042	[1:0:1]	3071	103	83	44
Behrouz Kamalvandi	016	Reject accusation, deny responsibility	The International Atomic Energy Agency	c43c6a715ff02525e380c942c063b042	[1:0:1]	3072	103	83	44
Iran official Hamid Baeidinejad	011	Refuse to comment	The International Atomic Energy Agency	6812c83018dd4a0b7f3f0b3179b3a6fe	[1:0:5]	4733	103	88	44
Iran official Hamid Baeidinejad	114	Complain officially with written or institutionalized behaviors	International Atomic Energy Agency	6812c83018dd4a0b7f3f0b3179b3a6fe	[2:6:9]	6650	103	88	44
Iran officials	127	Reject plan, agreement to settle dispute	Inspections of military sites	79dc5a5dade5cdc6b600f3063f932cde	[0:0:0]	8383	103	88	44
Helga Schmid	1621	Reduce or stop economic assistance	Iranian negotiators Abbas Araqchi and Majid Takht-Ravanchi	840bf306da3737277aff69d139c738f1	[4:10:11]	1428	103	90	44
Supreme Leader Ayatollah Ali Khamenei	016	Reject accusation, deny responsibility	Iran nuclear program	840bf306da3737277aff69d139c738f1	[1:0:3]	3186	103	90	44
Supreme Leader Ayatollah Ali Khamenei	016	Reject accusation, deny responsibility	alien interrogation of scientists	f6d13c6340337c8a47d045289e14ac37	[4:13:16]	3630	103	90	44
Iran parliament	143	Conduct strike or boycott	Additional Protocol to the NPT	8b812027fc4fee27100663df2d433fd3	[3:9:11]	8002	103	90	44
Iran nuclear program	057	Sign formal agreement	The United States	4d4a06529acc4e7847d81b791d91b365	[2:5:7]	7611	103	94	44
Iran’s U.N. ambassador Javad Zarif	043	Host a visit	Majlis	7c04771de11eb54b667f774d0c203fd1	[2:6:9]	2067	103	95	44
Lawmaker Ahmad Shoohani	1722	Ban political parties or politicians	AP	88cff806bee0754c357e2837b3f7e1fb	[2:3:5]	4281	103	95	44
The International Atomic Energy Agency	090	Investigate	Iran nuclear program	210e29c0bc0ba35c83c0831826986574	[1:0:4]	8139	103	95	44
Supreme Leader Ayatollah Ali Khamenei	111	Criticize or denounce	Inspections of military sites	345182634871cf079c3a872a0cf6e2ae	[2:3:7]	6460	103	97	44
John Kerry	040	Consult or meet	Mohammed Javad Zarif	1c21d86fa4df7de7b7c4961984ec0c70	[3:7:9]	1329	103	99	44
U.S. Secretary of State John Kerry	046	Engage in negotiation	Iran’s U.N. ambassador Javad Zarif	def6d0ec872d305332520a95758d1fd9	[5:14:16]	1780	103	99	44
The International Atomic Energy Agency	093	Investigate military action	Parchin military facility	1c21d86fa4df7de7b7c4961984ec0c70	[2:3:6]	8141	103	99	44
Russian Deputy Foreign Minister Sergei Kislyak	1031	Demand economic aid	The International Atomic Energy Agency	aac7fbc5e83acfc5f1cfa7cf4c309246	[7:21:24]	3830	103	100	44
French diplomat	012	Make pessimistic comment	UN Security Council	aac7fbc5e83acfc5f1cfa7cf4c309246	[9:28:29]	3833	103	100	44
Behrooz Kamalvandi	124	Refuse to yield or concede	IAEA Authority	d437acdce84ab362f845c671229e09a1	[2:6:9]	8441	103	100	44
U.S. Secretary of State John Kerry	042	Make a visit	Iran’s U.N. ambassador Javad Zarif	2bb7a0eb3161a3dc41725b4faeb6bd11	[1:0:5]	1869	103	101	44
Senior Official	013	Make optimistic comment	Reuters	2bb7a0eb3161a3dc41725b4faeb6bd11	[3:10:13]	4099	103	101	44
U.S. Secretary of State John Kerry	044	Meet at a third location	Iran’s U.N. ambassador Javad Zarif	6405b6fcaf7f7e8225f804142b69b37a	[3:7:9]	2120	103	104	44
The International Atomic Energy Agency	090	Investigate	Government of Iran	0a8852dc58e3e0e743ff51afd54e79d8	[2:4:7]	8201	103	109	44
UN Security Council	070	Provide aid	Panel of Experts	a648e8a6a69a24ee7086b22ed9cc5499	[2:4:5]	2579	103	111	44
Iranian businessmen	071	Provide economic aid	banks	982cf58df0871f5a89810ac4cb9bf82c	[4:9:11]	2692	103	111	44
Iran's envoy to the IAEA	123	Reject request or demand for political reform	The United States	b7142ad11f52235ff22b542f9d0ce6cc	[1:0:1]	8402	103	112	44
Supreme Leader Ayatollah Ali Khamenei	124	Refuse to yield or concede	Inspections of military sites	b7142ad11f52235ff22b542f9d0ce6cc	[3:5:7]	8404	103	112	44
Defense Minister Hossein Dehghan	124	Refuse to yield or concede	Inspections of military sites	b7142ad11f52235ff22b542f9d0ce6cc	[3:5:7]	8405	103	112	44
President Hassan Rouhani	124	Refuse to yield or concede	Additional Protocol to the NPT	72e903bc3cef9ab7a8c58dc70c58c53c	[1:0:1]	8430	103	114	44
Judge Neil Gorsuch	0231	Appeal for economic aid	Senate committee members	059da9dbc6b877f82ec14f60516ac934	[4:13:14]	26934	1079	713	51
White House Staff	071	Provide economic aid	Judge Neil Gorsuch	059da9dbc6b877f82ec14f60516ac934	[3:9:12]	29950	1079	713	51
Vice President Mike Pence and others	010	Make public statement	plaintiffs two States of the US	d1833a926cb276ba202c4d17e527a83e	[5:38:53]	16307	1079	717	51
Senator Marco Rubio	111	Criticize or denounce	Deal with Vladimir Putin	3b3b83f6e5b0d072d901185f01e2f956	[12:31:34]	12271	1079	722	51
Vice President Mike Pence and others	016	Reject accusation, deny responsibility	Flynn's claims	3b3b83f6e5b0d072d901185f01e2f956	[2:3:5]	19670	1079	722	51
Trump	036	Express intent to meet or negotiate	Russia	3b3b83f6e5b0d072d901185f01e2f956	[10:26:27]	32765	1079	722	51
Donald Trump	014	Consider policy option	Michael Flynn	787a9e519448b65aa3f267d71cfbf7cb	[1:0:3]	17894	1079	725	51
White House Officials	016	Reject accusation, deny responsibility	Michael Flynn	787a9e519448b65aa3f267d71cfbf7cb	[2:4:7]	17895	1079	725	51
Press secretary Sean Spicer	010	Make public statement	Michael Flynn	787a9e519448b65aa3f267d71cfbf7cb	[3:8:13]	17896	1079	725	51
Democratic lawmakers	105	Demand that target yield or concede	Michael Flynn	787a9e519448b65aa3f267d71cfbf7cb	[5:17:21]	21510	1079	725	51
Michael Flynn	064	Share intelligence or information	Russian government	787a9e519448b65aa3f267d71cfbf7cb	[1:0:3]	24022	1079	725	51
Michael Flynn	070	Provide aid	Russian Ambassador Sergei Kislyak	787a9e519448b65aa3f267d71cfbf7cb	[1:0:3]	30869	1079	725	51
Michael Flynn	038	Express intent to accept mediation	Russia	787a9e519448b65aa3f267d71cfbf7cb	[4:14:16]	32381	1079	725	51
Michael Flynn	170	Coerce	Vice President Mike Pence and others	787a9e519448b65aa3f267d71cfbf7cb	[2:4:7]	39168	1079	725	51
Benjamin Netanyahu	010	Make public statement	reporters	9918131c5e92c81f3340d6272c8e5be3	[4:11:12]	13686	1079	726	51
Donald Trump	043	Host a visit	Benjamin Netanyahu	9918131c5e92c81f3340d6272c8e5be3	[1:0:3]	27191	1079	726	51
Donald Trump	042	Make a visit	General Keith Kellogg	9918131c5e92c81f3340d6272c8e5be3	[4:11:12]	27199	1079	726	51
Donald Trump	043	Host a visit	General David Petraeus	9918131c5e92c81f3340d6272c8e5be3	[4:11:12]	27200	1079	726	51
Trump	043	Host a visit	Binyamin Netanyahu	720e6fcf7ee707e59a9844c89dbe407b	[7:30:32]	28322	1079	726	51
Joseph Kellogg	072	Provide military aid	Trump Administration	01879277c09553f6b51d352d4815792e	[2:4:7]	30660	1079	726	51
Yoav Horowitz	137	Threaten with repression	Ministers	9918131c5e92c81f3340d6272c8e5be3	[5:13:13]	35548	1079	726	51
Barack Obama administration	172	Impose administrative sanctions	Russian individuals and entities	01879277c09553f6b51d352d4815792e	[7:26:29]	38981	1079	726	51
Unnamed US Administration sources	110	Verbally disapprove	Trump team	5b9cb27ea5126aa2ff66a1d6306bf3a5	[1:0:3]	8803	1079	727	51
National Defence Council	110	Verbally disapprove	White House team	03ae0cb58c485bcd1a381300e66963fc	[3:5:7]	11371	1079	727	51
Democrats	130	Threaten	Trump	be6e9d5da670504258411c2b044d3fca	[0:0:0]	35875	1079	727	51
Donald Trump	1055	Demand to allow non-mediatory international involvement	Binyamin Netanyahu	8ea7c15535399535aa446c8742df4960	[2:3:5]	11300	1079	728	51
U.S. President Donald Trump	041	Discuss by telephone	President Vladimir Putin	8ea7c15535399535aa446c8742df4960	[1:0:2]	28803	1079	728	51
Reince Priebus	040	Consult or meet	FBI's deputy director	0f86b49bfda260851718c833c5dd5849	[1:0:2]	29481	1079	736	51
Donald Trump	016	Reject accusation, deny responsibility	media outlets	72094b8e60d78d1d8e3e3996f673d6e9	[1:0:3]	19128	1079	740	51
Press secretary Sean Spicer	016	Reject accusation, deny responsibility	The New York Times	72094b8e60d78d1d8e3e3996f673d6e9	[3:7:10]	19130	1079	740	51
Jake Tapper	140	Engage in political dissent	Trump Administration	72094b8e60d78d1d8e3e3996f673d6e9	[6:19:21]	33618	1079	740	51
Claire McCaskill	112	Accuse	Senator Jeff Sessions	d644b253f3c71b3a676e00c76cd68be4	[1:0:2]	10130	1079	742	51
Sen. Claire McCaskill	114	Complain officially with written or institutionalized behaviors	Senator Jeff Sessions	4a979c893b83f26c0ef4c25116b339d7	[1:0:2]	10717	1079	742	51
Rep. Nancy Pelosi	113	Mobilize and rally opposition against	Senator Jeff Sessions	4a979c893b83f26c0ef4c25116b339d7	[3:7:10]	10718	1079	742	51
Former AG Loretta Lynch	110	Verbally disapprove	Dana Boente	c8f3a397bb2551aa8af6f093d649bcc7	[2:4:6]	12379	1079	742	51
Senator Jeff Sessions	016	Reject accusation, deny responsibility	Russian government	d644b253f3c71b3a676e00c76cd68be4	[1:0:2]	15292	1079	742	51
Senate allies	019	Express accord	Senator Jeff Sessions	4a979c893b83f26c0ef4c25116b339d7	[1:0:2]	16490	1079	742	51
The Washington Post	091	Investigate crime, corruption	Senator Jeff Sessions	4a979c893b83f26c0ef4c25116b339d7	[3:7:10]	20448	1079	742	51
Lawmakers	105	Demand that target yield or concede	Senator Jeff Sessions	d644b253f3c71b3a676e00c76cd68be4	[4:11:13]	21148	1079	742	51
Claire McCaskill	041	Discuss by telephone	Russian Ambassador Sergei Kislyak	d644b253f3c71b3a676e00c76cd68be4	[2:3:7]	27857	1079	742	51
Sen. Kamala Harris	043	Host a visit	Ambassadors	4a979c893b83f26c0ef4c25116b339d7	[3:7:10]	28318	1079	742	51
Sen. Kamala Harris	043	Host a visit	Ukraine Ambassador Valeriy Chaly	4a979c893b83f26c0ef4c25116b339d7	[3:7:10]	28319	1079	742	51
Claire McCaskill	041	Discuss by telephone	Ambassadors from European countries	4a979c893b83f26c0ef4c25116b339d7	[4:11:15]	28320	1079	742	51
Donald Trump	100	Demand or order	Department of Justice to look into leaks	61fd36851482fcf5fff0e61c36077747	[2:3:5]	21529	1079	743	51
Senator Jeff Sessions	106	Demand meeting, negotiation	Former AG Loretta Lynch	17b4f74f9b19c4cc163bf9a536a953e9	[6:21:23]	21568	1079	743	51
Senator Jeff Sessions	040	Consult or meet	Russian Ambassador Sergei Kislyak	a769198b312bcbe9f40f735bbec237bd	[2:5:7]	27444	1079	743	51
Jeff Sessions	040	Consult or meet	Sergey Kislyak	17b4f74f9b19c4cc163bf9a536a953e9	[1:0:2]	29044	1079	743	51
Jeff Sessions	083	Accede to requests or demands for political reform	Justice Department	17b4f74f9b19c4cc163bf9a536a953e9	[1:0:2]	36535	1079	743	51
Rod Rosenstein	0311	Express intent to cooperate economically	Prince George’s County executive Jack Johnson for corruption	9f358287a500a322f916c02eae67dc3e	[4:7:9]	20667	1079	744	51
Donald Trump	111	Criticize or denounce	Jeff Sessions	69ecd76a446bee56199cc34c79eca20e	[3:5:6]	10930	1079	745	51
Donald Trump	016	Reject accusation, deny responsibility	Organization	69ecd76a446bee56199cc34c79eca20e	[4:7:8]	16939	1079	745	51
James Comey	015	Non-apologetically acknowledge or claim responsibility	Clinton	69ecd76a446bee56199cc34c79eca20e	[5:9:9]	16940	1079	745	51
Organization	1031	Demand economic aid	Donald Trump	69ecd76a446bee56199cc34c79eca20e	[4:7:8]	20491	1079	745	51
Democrats	104	Demand political reform	Organization	69ecd76a446bee56199cc34c79eca20e	[5:9:9]	21379	1079	745	51
Organization	063	Engage in judicial cooperation	Foreign Intelligence Surveillance Act court	69ecd76a446bee56199cc34c79eca20e	[5:9:9]	23646	1079	745	51
U.S. President Donald Trump	110	Verbally disapprove	FBI Director James Comey	2387d2adc4363db0c0f86089e6a4d547	[0:0:0]	11040	1079	747	51
FBI Director James Comey	010	Make public statement	U.S. President Donald Trump	2387d2adc4363db0c0f86089e6a4d547	[0:0:0]	17155	1079	747	51
FBI Director James Comey	1321	Threaten with restrictions on political freedoms	Justice Department	2387d2adc4363db0c0f86089e6a4d547	[1:0:2]	21406	1079	747	51
James Cartwright	111	Criticize or denounce	Iran nuclear program	106b8dd31f385e0b5cb9f0eabfa35036	[2:3:4]	9403	1079	748	51
Senate Judiciary Committee	091	Investigate crime, corruption	Rod Rosenstein	106b8dd31f385e0b5cb9f0eabfa35036	[1:0:2]	20244	1079	748	51
Charles Grassley	123	Reject request or demand for political reform	Special prosecutor	106b8dd31f385e0b5cb9f0eabfa35036	[7:14:15]	25128	1079	748	51
Rod Rosenstein	040	Consult or meet	U.S. Court of Appeals for the 4th Circuit	106b8dd31f385e0b5cb9f0eabfa35036	[2:3:4]	27326	1079	748	51
Sens. Lindsey Graham	025	Appeal for yields or concedes	Acting Deputy Attorney General and FBI Director	61f340c327f41f10bb76a2db867f910e	[3:6:9]	38229	1079	753	51
James Mattis	043	Host a visit	NATO chief Jens Stoltenberg	ce8696991980ef769a6d6092776bfdb5	[4:7:20]	27507	1079	761	51
Paul Manafort	015	Non-apologetically acknowledge or claim responsibility	Russian government	934774f1c5dc7f95d491033cb0b2be38	[1:0:2]	17136	1079	762	51
Organization	091	Investigate crime, corruption	Donald Trump campaign	96a37b2d0d3b22eeb53408a0d4fc19af	[2:3:5]	20488	1079	762	51
Paul Manafort	061	Cooperate economically	Russia	96a37b2d0d3b22eeb53408a0d4fc19af	[1:0:2]	23632	1079	762	51
Paul Manafort	061	Cooperate economically	Oleg Deripaska	96a37b2d0d3b22eeb53408a0d4fc19af	[2:3:5]	23633	1079	762	51
Russia	193	Fight with small arms and light weapons	Syria	934774f1c5dc7f95d491033cb0b2be38	[7:13:13]	26422	1079	762	51
Secretary of State Rex Tillerson	040	Consult or meet	James Mattis	934774f1c5dc7f95d491033cb0b2be38	[4:7:8]	28596	1079	762	51
Secretary of State Rex Tillerson	1722	Ban political parties or politicians	China president	934774f1c5dc7f95d491033cb0b2be38	[5:9:10]	28598	1079	762	51
Paul Manafort	070	Provide aid	Oleg Deripaska	96a37b2d0d3b22eeb53408a0d4fc19af	[3:6:10]	30718	1079	762	51
Israel	152	Increase military alert status	Gaza Strip	934774f1c5dc7f95d491033cb0b2be38	[9:16:17]	35250	1079	762	51
House Intelligence Committee	106	Demand meeting, negotiation	James Comey	cf9480e92360e600e4a6419a9c059fb1	[1:0:3]	21762	1079	764	51
Paul Manafort	040	Consult or meet	House intel panel	cf9480e92360e600e4a6419a9c059fb1	[0:0:0]	29526	1079	764	51
EU commissioner	042	Make a visit	Abdel Fattah Al-Sisi	4c79408dae2cd626441d7e253a8838f3	[0:0:0]	2193	111	75	34
Abdel Fattah Al-Sisi	040	Consult or meet	South Korean President Moon Jae-in	707ec21e4290e21b7fee4a6f053e28d5	[0:0:0]	1848	111	83	34
Abdel Fattah Al-Sisi	032	Express intent to engage in diplomatic cooperation	Korea	707ec21e4290e21b7fee4a6f053e28d5	[1:0:3]	5137	111	83	34
Economic Authorities	1044	Demand change in institutions, regime	The United States	05ac193844f4208302be496435f4a67d	[2:4:6]	822	111	89	34
Economic Authorities	061	Cooperate economically	Canada	05ac193844f4208302be496435f4a67d	[2:4:6]	823	111	89	34
Economic Authorities	061	Cooperate economically	Latin America	05ac193844f4208302be496435f4a67d	[2:4:6]	824	111	89	34
Egyptian Ministry of Tourism	013	Make optimistic comment	Arab countries	05ac193844f4208302be496435f4a67d	[5:12:14]	4234	111	89	34
Arab delegation	061	Cooperate economically	FIEAM	a36b27181bd032582185fbb8e45ba895	[1:0:1]	459	111	90	34
Arab-Brazilian Chamber of Commerce	061	Cooperate economically	Brazil	a36b27181bd032582185fbb8e45ba895	[2:2:2]	460	111	90	34
Angela Merkel	043	Host a visit	Abdel Fattah Al-Sisi	39e63c982bca53d2a6449d9cb207a7fd	[1:0:4]	1561	111	90	34
Arab delegation	042	Make a visit	Governor of Amazonas Jose Melo de Oliveira	a36b27181bd032582185fbb8e45ba895	[1:0:1]	1594	111	90	34
Norbert Lammert	1121	Accuse of crime, corruption	Abdel Fattah Al-Sisi	39e63c982bca53d2a6449d9cb207a7fd	[1:0:4]	5898	111	90	34
Abdel Fattah Al-Sisi	042	Make a visit	Austrian FM	ea08dbd5b08b2a3b054247ada731ae92	[0:0:0]	1928	111	91	34
Abdel Fattah Al-Sisi	043	Host a visit	Austrian foreign minister Sebastian Kurz	ea08dbd5b08b2a3b054247ada731ae92	[1:0:3]	1929	111	91	34
Austrian FM	042	Make a visit	Egypt FM Shoukry	ea08dbd5b08b2a3b054247ada731ae92	[2:4:6]	1930	111	91	34
Austrian FM	042	Make a visit	Grand Imam of Al-Azhar Ahmad al-Tayeb	ea08dbd5b08b2a3b054247ada731ae92	[3:7:9]	1931	111	91	34
Austrian foreign minister Sebastian Kurz	1232	Reject request to change policy	Egypt FM Shoukry	ea08dbd5b08b2a3b054247ada731ae92	[2:4:6]	5159	111	91	34
WFP	071	Provide economic aid	Education Ministry	050f5383b7f783124762c9476ff99aaf	[2:3:5]	2686	111	93	34
WFP	073	Provide humanitarian aid	Refugees	050f5383b7f783124762c9476ff99aaf	[2:3:5]	2689	111	93	34
Beijing	061	Cooperate economically	Cairo	e15ccc347d46b212de8ec610b3f0ded3	[1:0:3]	336	111	102	34
Abdel Fattah Al-Sisi	042	Make a visit	Chinese State Councillor Yang Jiechi	e15ccc347d46b212de8ec610b3f0ded3	[1:0:3]	1465	111	102	34
New Zealand	043	Host a visit	UN Security Council	e15ccc347d46b212de8ec610b3f0ded3	[2:4:8]	1467	111	102	34
Abdel Fattah Al-Sisi	042	Make a visit	Germany	361e6b32ab04a5096c5a59052077e3b2	[0:0:0]	1431	111	103	34
Abdel Fattah Al-Sisi	042	Make a visit	Angela Merkel	361e6b32ab04a5096c5a59052077e3b2	[1:0:2]	1432	111	103	34
Abdel Fattah Al-Sisi	013	Make optimistic comment	Germany	361e6b32ab04a5096c5a59052077e3b2	[6:15:16]	3215	111	103	34
Abdel Fattah Al-Sisi	031	Express intent to engage in material cooperation	Germany	361e6b32ab04a5096c5a59052077e3b2	[1:0:2]	4966	111	103	34
Human rights activist Mohammed Lotfy	111	Criticize or denounce	Egypt travel ban	1632edf75f47caf0692183e30f901039	[6:15:17]	6436	111	103	34
Human rights organizations	024	Appeal for political reform	Germany	361e6b32ab04a5096c5a59052077e3b2	[2:3:5]	6934	111	103	34
Human rights organizations	104	Demand political reform	Germany	1632edf75f47caf0692183e30f901039	[2:4:6]	7245	111	103	34
Swiss embassy	061	Cooperate economically	Care organization	71806fa94034b06905f310ec6986cd58	[3:9:12]	1190	111	104	34
Abdel Fattah Al-Sisi	061	Cooperate economically	Siemens AG	373c1199a049fd16eaa03f3b7f20e11e	[3:9:12]	491	111	105	34
Abdel Fattah Al-Sisi	061	Cooperate economically	German industrial group Siemens	bd0fb0928e2067c488f6a720a98e17f9	[3:8:12]	793	111	105	34
Abdel Fattah Al-Sisi	042	Make a visit	Germany	887c85dda8845d32f102da0d5378ab53	[1:0:3]	1283	111	105	34
Abdel Fattah Al-Sisi	1385	Threaten to use unconventional mass violence	German Minister of Economic Affairs and Energy Sigmar Gabriel	373c1199a049fd16eaa03f3b7f20e11e	[3:9:12]	1610	111	105	34
Sisi	042	Make a visit	leading German parliamentarian	bd0fb0928e2067c488f6a720a98e17f9	[0:0:0]	1957	111	105	34
Abdel Fattah Al-Sisi	042	Make a visit	leader of the ruling Christian Democratic Union party in the German Bundestag (Volker Kauder)	bd0fb0928e2067c488f6a720a98e17f9	[1:0:3]	1958	111	105	34
Abdel Fattah Al-Sisi	042	Make a visit	Chancellor Angela Merkel	bd0fb0928e2067c488f6a720a98e17f9	[1:0:3]	1959	111	105	34
Abdel Fattah Al-Sisi	021	Appeal for material cooperation	German investments	373c1199a049fd16eaa03f3b7f20e11e	[1:0:3]	6949	111	105	34
Abdel Fattah Al-Sisi	1123	Accuse of aggression	Angela Merkel	887c85dda8845d32f102da0d5378ab53	[1:0:3]	7427	111	105	34
Africa's three major regional economic committees (RECs)	1384	Threaten to use conventional attack	Africa	4c28c1c080013f64a82efcbe4cab9347	[1:0:3]	2495	111	107	34
